San Gabriel Valley Airport,El Monte,United States
Kee Field,Pineville,United States
Stinson Municipal Airport,Stinson,United States
Sallisaw Municipal Airport,Sallisaw,United States
Jasper County Airport-Bell Field,Jasper,United States
El Dorado Springs Memorial Airport,El dorado springs,United States
Marfa Municipal Airport,Marfa,United States
Alpine Casparis Municipal Airport,Alpine,United States
Cable Airport,Upland,United States
Mount Sterling Montgomery County Airport,Mount Sterling,United States
Elkhart Municipal Airport,Elkhart,United States
Nappanee Municipal Airport,Nappanee ,United States
Jim Hamilton L.B. Owens Airport,Columbia,United States
Grove Municipal Airport,Grove,United States
Mc Pherson Airport,Mc Pherson,United States
Donaldson Field Airport,Greenville,United States
Perry Houston County Airport,Perry,United States
Hartsville Regional Airport,Hartsville,United States
Horace Williams Airport,Chapel Hill,United States
Brunswick County Airport,Oak Island,United States
Chesterfield County Airport,Richmond,United States
Henderson Oxford Airport,Oxford,United States
Leesburg International Airport,Leesburg,United States
Chino Airport,Chino,United States
Madison County Airport,London,United States
Paso Robles Municipal Airport,Paso Robles,United States
Half Moon Bay Airport,Half Moon Bay,United States
General WM J Fox Airfield,Lancaster,United States
Person County Airport,Roxboro,United States
Talladega Municipal Airport,Talladega,United States
Greenville Downtown Airport,Greenville,United States
Mankato Regional Airport,Mankato,United States
Troy Municipal Airport at N Kenneth Campbell Field,Troy,United States
Merkel Field Sylacauga Municipal Airport,Sylacauga,United States
Enterprise Municipal Airport,Enterprise,United States
Ryan Field,Tucson,United States
Thomas C Russell Field,Alexander City,United States
Meriden Markham Municipal Airport,Meriden,United States
Ridgely Airpark,Ridgely,United States
New Castle Henry Co. Municipal Airport,New Castle,United States
Scott City Municipal Airport,Scott City,United States
Brewster Field,Holdredge,United States
Pratt Regional Airport,Pratt,United States
Wahoo Municipal Airport,Wahoo,United States
Jim Kelly Field,Lexington,United States
Sublette Municipal Airport,Sublette,United States
Council Bluffs Municipal Airport,Council Bluffs,United States
Kokomo Municipal Airport,Kokomo,United States
Neodesha Municipal Airport,Neodesha,United States
King Ranch Airport,Sutton,United States
Elkhart Morton County Airport,Elkhart,United States
Front Range Airport,Denver,United States
Galesburg Municipal Airport,Galesburg,United States
Guymon Municipal Airport,Guymon,United States
Meade Municipal Airport,Meade,United States
Turkey Mountain Estates Airport,Shell Knob,United States
Ulysses Airport,Ulysses,United States
Flagler Aerial Spraying Inc Airport,Flagler,United States
Independence Municipal Airport,Independence,United States
Augusta Municipal Airport,Augusta,United States
Larned Pawnee County Airport,Larned,United States
Lampasas Airport,Lampasas,United States
Bay City Municipal Airport,Bay City,United States
Cox Field,Paris,United States
Coffeyville Municipal Airport,Coffeyville,United States
The Farm Airport,Summit,United States
Greeley–Weld County Airport,Greeley,United States
General Dewitt Spain Airport,Memphis,United States
Oryol Yuzhny Airport,Oakley,United States
Fremont Municipal Airport,Fremont,United States
La Grande/Union County Airport,La Grande,United States
Pocono Mountains Municipal Airport,Mount Pocono,United States
Quakertown Airport,Quakertown,United States
Banning Municipal Airport,Banning,United States
Karl Stefan Memorial Airport,Norfolk  Nebraska,United States
Arlington Municipal Airport,Arlington,United States
Peter O Knight Airport,Tampa,United States
Montauk Airport,Montauk,United States
Porter County Municipal Airport,Valparaiso IN,United States
Mason County Airport,Ludington,United States
Reid-Hillview Airport of Santa Clara County,San Jose,United States
Camarillo Airport,Camarillo - CA,United States
Watsonville Municipal Airport,Watsonville,United States
Hollister Municipal Airport,Hollister,United States
Williamsburg Jamestown Airport,Williamsburg,United States
Union County Airport,Marysville,United States
St Louis Regional Airport,Alton/St Louis,United States
Chandler Field,Alexandria,United States
Columbus Municipal Airport,Columbus,United States
Curtis Field,Brady,United States
Eastern Sierra Regional Airport,Bishop,United States
Baker City Municipal Airport,Baker City,United States
Miley Memorial Field,Big Piney,United States
Ozark Regional Airport,Mountain Home,United States
W K Kellogg Airport,Battle Creek,United States
Burley Municipal Airport,Burley,United States
Northeast Iowa Regional Airport,Charles City,United States
Chanute Martin Johnson Airport,Chanute,United States
Jacksonville Executive at Craig Airport,Jacksonville,United States
Crossville Memorial Whitson Field,Crossville,United States
Davison Army Air Field,Fort Belvoir,United States
Barstow Daggett Airport,Daggett,United States
Deming Municipal Airport,Deming,United States
Desert Rock Airport,Mercury,United States
Needles Airport,Needles,United States
Duke Field,Crestview,United States
Murray Field,Eureka,United States
San Marcos Regional Airport,San Marcos,United States
Sawyer County Airport,Hayward,United States
Kimble County Airport,Junction,United States
Monticello Municipal Ellis Field,Monticello,United States
Derby Field,Lovelock,United States
Mobridge Municipal Airport,Mobridge,United States
Mc Comb/Pike County Airport/John E Lewis Field,Mc Comb,United States
Southern Illinois Airport,Carbondale/Murphysboro,United States
Mc Entire Joint National Guard Base,Eastover,United States
Brunswick Executive Airport,Brunswick,United States
Naval Station Mayport (Admiral David L. Mcdonald Field),Mayport,United States
Orangeburg Municipal Airport,Orangeburg,United States
Columbus Municipal Airport,Columbus,United States
Ottumwa Regional Airport,Ottumwa,United States
Cairns AAF (Fort Rucker) Air Field,Fort Rucker/Ozark,United States
Ralph Wenz Field,Pinedale,United States
Dutchess County Airport,Poughkeepsie,United States
New Richmond Regional Airport,New Richmond,United States
Russell Municipal Airport,Russell,United States
Redwood Falls Municipal Airport,Redwood Falls,United States
Salinas Municipal Airport,Salinas,United States
Sonora Municipal Airport,Sonora,United States
Saline County Regional Airport,Benton,United States
Tonopah Airport,Tonopah,United States
Aurora State Airport,Aurora,United States
Ukiah Municipal Airport,Ukiah,United States
University Oxford Airport,Oxford,United States
Huntsville Regional Airport,Huntsville,United States
Miller Field,Valentine,United States
Winnemucca Municipal Airport,Winnemucca,United States
West Woodward Airport,Woodward,United States
Cape Canaveral AFS Skid Strip,Cocoa Beach,United States
Homey (Area 51) Airport,Groom Lake,United States
Zanesville Municipal Airport,Zanesville,United States
Nenana Municipal Airport,Nenana,United States
Wasilla Airport,Wasilla,United States
Tracy Municipal Airport,Tracy,United States
Bolton Field,Columbus,United States
Skagit Regional Airport,Skagit,United States
Marion County Brown Field,Jasper,United States
Evergreen Regional Airport/Middleton Field,Evergreen,United States
Pryor Field Regional Airport,Decatur,United States
Glasgow Municipal Airport,Glasgow,United States
Danielson Airport,Danielson,United States
Clearfield Lawrence Airport,Clearfield,United States
Jasper County Airport,Rensselaer,United States
Statesboro Bulloch County Airport,Statesboro,United States
New Smyrna Beach Municipal Airport,New Smyrna Beach,United States
Las Vegas Helicopters Heliport,Las vegas,United States
Iowa County Airport,MINERAL POINT,United States
West Bend Municipal Airport,WEST BEND,United States
Gaylord Regional Airport,GAYLORD,United States
Anderson Municipal Darlington Field,ANDERSON,United States
Prairie Du Chien Municipal Airport,Prairie du Chien,United States
Air Orlando Heliport,Orlando,United States
Stanly County Airport,Albemarle,United States
Davidson County Airport,Lexington,United States
Windwood Fly-In Resort Airport,Davis,United States
Lathan Strip,Mocksville,United States
Double Eagle II Airport,Albuquerque,United States
Socorro Municipal Airport,Socorro,United States
Bentonville Municipal-Louise M Thaden Field,Bentonville,United States
Blue Ridge Airport,Martinsville,United States
Mount Airy Surry County Airport,Mount Airy,United States
Taos Regional Airport,Taos,United States
Raton Municipal-Crews Field,Raton,United States
Rusk County Airport,Ladysmith,United States
Perry Lefors Field,Pampa,United States
William R. Pogue Municipal Airport,Sand Springs,United States
Marion County Regional Airport,Flippin,United States
Hutchinson County Airport,Borger,United States
Santa Ynez Airport,Santa Ynez,United States
Spartanburg Downtown Memorial Airport,Spartangurg,United States
Tri-City Airport,Parsons,United States
Waycross Ware County Airport,Waycross,United States
Mid-State Regional Airport,Philipsburg,United States
Greater Portsmouth Regional Airport,Portsmouth,United States
Camilla Mitchell County Airport,Camilla,United States
Clarks Point Airport,Clarks Point,United States
Sandpoint Airport,Sandpoint,United States
Oakland Troy Airport,Troy,United States
Red Dog Airport,Red Dog,United States
Frankfort Dow Memorial Field,Frankfort,United States
Cheboygan County Airport,Cheboygan,United States
John C Tune Airport,Nashville,United States
Denali Airport,McKinley Park,United States
Potomac Airpark,Berkeley Springs,United States
Stennis International Airport,Bay St. Louis,United States
Seldovia Airport,Seldovia,United States
Julian Carroll Airport,Jackson,United States
Beaufort MCAS - Merritt Field,Beaufort,United States
Camp Pendleton MCAS (Munn Field) Airport,Oceanside,United States
Vidalia Regional Airport,Vidalia,United States
Granbury Regional Airport,Granbury,United States
Oswego County Airport,Fulton,United States
Mitchell Municipal Airport,Mitchell,United States
